0.9237021984,0.8244023083,0.7194244604,0.8,0.5263157895,0.5,0.6666666667,0.4444444444,1
0.9139932365,0.8561643836,0.6711409396,0.6896551724,1,0.5714285714,1,0.6666666667,1
0.9232757825,0.8779631255,0.8,0.9523809524,0.6666666667,0.8,0.6666666667,0.4444444444,1
0.9263547939,0.8741258741,0.7194244604,0.6451612903,0.9090909091,0.5714285714,0.6666666667,0.4444444444,1
0.9016319538,0.8298755187,0.7299270073,0.7692307692,0.6666666667,0.8,1,0.6666666667,1
0.9194556822,0.8305647841,0.7575757576,0.6060606061,0.8333333333,1,0.6666666667,0.4444444444,1
0.9248127254,0.8467400508,0.7407407407,0.8333333333,0.9090909091,0.6666666667,0.6666666667,0.4444444444,1
0.919878576,0.8764241893,0.7142857143,0.7142857143,0.9090909091,0.8,1,0.6666666667,1
0.9073586789,0.8403361345,0.8928571429,0.7142857143,0.4347826087,0.8,1,0.6666666667,1
0.9236168837,0.8635578584,0.7575757576,0.8,0.7142857143,0.8,0.6666666667,0.4444444444,1
0.9298865538,0.8865248227,0.8130081301,0.7407407407,0.5555555556,0.5714285714,0.6666666667,0.4444444444,1
0.9199632015,0.8077544426,0.7407407407,0.6060606061,0.8333333333,1,0.6666666667,0.4444444444,1
0.9082652134,0.8591065292,0.8196721311,0.8333333333,0.5555555556,0.3076923077,0.4,0.2666666667,1
0.9243852838,0.8733624454,0.7246376812,0.6451612903,0.7142857143,0.8,0.6666666667,0.4444444444,1
0.9133254178,0.8802816901,0.826446281,0.6896551724,0.9090909091,0.8,1,0.6666666667,1
0.9254974549,0.8673026886,0.7246376812,0.6060606061,0.7142857143,1,1,0.6666666667,1
0.9250693802,0.8756567426,0.7142857143,0.7407407407,0.5555555556,0.6666666667,1,0.6666666667,1
0.9143275121,0.8547008547,0.8333333333,0.7142857143,0.7142857143,0.5714285714,0.4,0.2666666667,1
0.9163383121,0.8460236887,0.8196721311,0.9090909091,0.7692307692,0.6666666667,1,0.6666666667,1
0.9197093718,0.7942811755,0.8130081301,0.5128205128,0.5555555556,0.8,0.6666666667,0.4444444444,1
0.9118263883,0.8547008547,0.8849557522,0.7407407407,0.4,0.6666666667,1,0.6666666667,1
0.9220839096,0.8424599832,0.8130081301,0.8,0.8333333333,0.5,0.2222222222,0.1481481481,1
0.9278159213,0.853970965,0.8547008547,0.7692307692,0.5263157895,0.3076923077,1,0.6666666667,1
0.9276437848,0.8389261745,0.8333333333,0.6896551724,0.625,0.3333333333,0.6666666667,0.4444444444,1
0.9220839096,0.872600349,0.7936507937,0.6896551724,0.5,0.8,1,0.6666666667,1
0.9203865624,0.78125,0.7633587786,0.5555555556,0.8333333333,0.8,0.6666666667,0.4444444444,1
0.9031791908,0.8156606852,0.8130081301,0.6896551724,0.8333333333,0.5,0.5,0.3333333333,1
0.9183579759,0.8718395815,0.7352941176,0.5405405405,0.7692307692,1,1,0.6666666667,1
0.919878576,0.8547008547,0.6896551724,0.8695652174,0.5882352941,0.6666666667,1,0.6666666667,1
0.9180207473,0.8658008658,0.8130081301,0.7692307692,0.7142857143,1,1,0.6666666667,1
0.9288500836,0.8143322476,0.826446281,0.7407407407,0.8333333333,0.6666666667,0.6666666667,0.4444444444,1
0.9236168837,0.8547008547,0.7462686567,0.8,0.7142857143,1,1,0.6666666667,1
0.9075233687,0.8244023083,0.8,0.7407407407,0.4761904762,0.6666666667,0.6666666667,0.4444444444,1
0.9065361255,0.8110300081,0.7633587786,0.4545454545,0.9090909091,1,0.5,0.3333333333,1
0.9082652134,0.8857395926,0.7352941176,0.7142857143,0.625,0.5714285714,1,0.6666666667,1
0.9093389106,0.8733624454,0.6329113924,0.9523809524,0.7142857143,1,1,0.6666666667,1
0.9302325581,0.8865248227,0.8474576271,0.7692307692,0.7142857143,0.5714285714,0.5,0.3333333333,1
0.9176837662,0.8445945946,0.6756756757,0.3921568627,0.5263157895,1,1,0.6666666667,1
0.9195402299,0.8764241893,0.7042253521,0.5405405405,0.4545454545,0.4,1,0.6666666667,1
0.9258402,0.8650519031,0.8064516129,0.7407407407,0.9090909091,1,1,0.6666666667,1
0.904159132,0.8503401361,0.7299270073,0.8,0.625,1,0.5,0.3333333333,1
0.9186110601,0.8532423208,0.7462686567,0.7407407407,1,1,1,0.6666666667,1
0.9231053263,0.8503401361,0.625,0.625,0.4545454545,0.8,0.4,0.2666666667,1
0.9076057361,0.8532423208,0.7633587786,0.487804878,0.7692307692,0.6666666667,0.4,0.2666666667,1
0.9186954525,0.8532423208,0.8547008547,0.6896551724,0.6666666667,1,0.5,0.3333333333,1
0.9121590805,0.8613264427,0.6666666667,0.9090909091,0.6666666667,1,0.2857142857,0.1904761905,1
0.9186954525,0.8787346221,0.7246376812,0.6060606061,0.3846153846,0.5714285714,0.5,0.3333333333,1
0.9015506671,0.8802816901,0.8403361345,0.7692307692,0.6666666667,0.4444444444,1,0.6666666667,1
0.9214891264,0.8741258741,0.7936507937,0.5263157895,0.7692307692,0.8,1,0.6666666667,1
0.9118263883,0.8771929825,0.8620689655,0.5405405405,0.7142857143,0.6666666667,1,0.6666666667,1
